"model_id","reference_date","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_fluH",2023-10-14,0.870242503353344,298.49320326087,0.455871378052451,207.75,1,1,4
"CEPH-Rtrend_fluH",2023-10-21,0.713596308991206,349.855477173913,0.605507179381495,493.375,1,1,4
"CEPH-Rtrend_fluH",2023-10-28,0.560225033623478,391.175950543478,0.557168730179319,683,0.75,1,4
"CEPH-Rtrend_fluH",2023-11-04,0.608072985097341,568.638186413044,0.154053942544187,239.875,1,1,4
"CEPH-Rtrend_fluH",2023-11-11,0.371716717509068,507.524857065217,0.355689957846721,762.625,1,1,4
"CEPH-Rtrend_fluH",2023-11-18,0.231943931739063,388.299472826087,0.0601429225870012,153.875,1,1,4
"CEPH-Rtrend_fluH",2023-11-25,0.288997510958674,697.73622826087,0.34055963560613,1213.375,0.75,1,4
"CEPH-Rtrend_fluH",2023-12-02,0.562921097259101,2355.97407554348,0.659550967043866,3657.375,0,0.75,4
"CEPH-Rtrend_fluH",2023-12-09,0.347602955728179,2246.74416413043,0.467004596687866,3708.25,0.5,1,4
"CEPH-Rtrend_fluH",2023-12-16,0.419429660500545,3316.00355815217,0.555519182925233,5303.125,0,0.75,4
"CEPH-Rtrend_fluH",2023-12-23,0.446818987943222,2947.68186793478,0.519298511995141,4275.125,0.25,0.5,4
"CEPH-Rtrend_fluH",2023-12-30,1.46678032687014,3697.50359891304,1.82740226797971,6123.625,0.25,1,4
"CEPH-Rtrend_fluH",2024-01-06,1.03447788289542,4047.63204402174,1.20872428726092,6698.75,0.25,1,4
"CEPH-Rtrend_fluH",2024-01-13,0.588058728537105,2443.97334402174,0.680948542824418,4013,0.5,1,4
"CEPH-Rtrend_fluH",2024-01-20,1.3755821553243,2729.79463369565,1.48836276083467,4636.25,0.25,1,4
"CEPH-Rtrend_fluH",2024-01-27,10.0269893319228,6060.41791630435,8.90616438356164,8126.875,0,0,4
"CEPH-Rtrend_fluH",2024-02-03,3.69287649259278,2143.7574548913,4.63516260162602,3990.875,0,1,4
"CEPH-Rtrend_fluH",2024-02-10,6.80263438472913,2628.33647771739,13.6070381231672,4640,0,1,4
"CEPH-Rtrend_fluH",2024-02-17,4.48102669748345,2038.43324021739,6.99407744874715,3838,0,1,4
"CEPH-Rtrend_fluH",2024-02-24,1.49680125100405,1195.2831201087,1.79835599756444,2215.125,0.75,1,4
"CEPH-Rtrend_fluH",2024-03-02,0.974000301404199,1166.43006630435,1.1200566791189,2173.75,0.5,1,4
"CEPH-Rtrend_fluH",2024-03-09,0.251030885604124,528.978777173913,0.108305445695163,356,1,1,4
"CEPH-Rtrend_fluH",2024-03-16,0.289128808792445,567.760189673913,0.270845081769113,840.5,0.75,1,4
"CEPH-Rtrend_fluH",2024-03-23,0.600436001508611,755.690467391304,0.693532934131737,1447.75,0.25,1,4
"CEPH-Rtrend_fluH",2024-03-30,0.786194695618914,707.528802717391,0.91046511627907,1370.25,0.25,1,4
"CEPH-Rtrend_fluH",2024-04-06,0.379603488887509,397.285060869565,0.293962807127032,515.375,0.75,1,4
"CEPH-Rtrend_fluH",2024-04-13,0.279354169450331,369.265063043478,0.186058402454267,409.375,1,1,4
"CEPH-Rtrend_fluH",2024-04-20,0.28517157421079,359.801803804348,0.24860930287608,525.125,0.75,1,4
"CEPH-Rtrend_fluH",2024-04-27,0.272206618067641,250.173178804348,0.189439122441206,299.75,1,1,4
"CEPH-Rtrend_fluH",2024-05-04,0.379099598994275,332.782845108696,0.363386319343112,540.5,0.25,1,4
"CMU-TimeSeries",2023-10-14,0.883494686941,305.353954643361,1.07780610196051,483.055550397438,0.5,1,4
"CMU-TimeSeries",2023-10-21,0.921925168251074,454.971918656954,0.933850403782046,757.36466463704,0.5,1,4
