"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu",0.496425453869179,0.00388636648357647,0.54095917392735,0.00582140655585429,0.475591151792525,0.897787948131198,2622
"CFA_Pyrenew-Pyrenew_HE_Flu",0.525201729687656,0.00435923292785315,0.574325495647304,0.0065355402652139,0.435930735930736,0.874025974025974,2310
"CMU-TimeSeries",0.658501238603706,0.00711104029211698,0.763830206038974,0.0112600991205039,0.427463149728472,0.910201706749418,5156
"CU-ensemble",0.743501912998296,0.00574390842391304,0.751124513305763,0.00800625,0.67625,0.901875,3200
"DMAPRIME-HYB",1.07074652150062,0.000917842555645031,1.09159507993898,0.00122011104285714,0.321428571428571,0.5,28
"FluSight-baseline",1,0.00955455100527062,1,0.0128634814051381,0.37037037037037,0.853888888888889,5400
"FluSight-ensemble",0.653128328641611,0.00674727200876913,0.712888962526768,0.0100352423093756,0.530803080308031,0.899339933993399,5454
"FluSight-trained_mean",0.744232523582729,0.0045077260808898,0.794558494784197,0.00661686325325409,0.410891089108911,0.841584158415842,202
"FluSight-trained_med",0.744232523582729,0.0045077260808898,0.794558494784197,0.00661686325325409,0.410891089108911,0.841584158415842,202
"LosAlamos-DoSiDo",1.0770215060001,0.0109417529141055,1.1895946941825,0.0162777130577403,0.495,0.900555555555556,5400
"LosAlamos-ThinMint",0.822252026601061,0.00778069783705569,0.832123080777683,0.0108572664871769,0.592407407407407,0.868518518518518,5400
"MOBS-EpyStrain_Flu",0.980107813190888,0.00673502750903067,1.11927028065176,0.0102107851834156,0.303370786516854,0.794275013376137,3738
"MetroCast-ensemble",0.653413684361071,0.00742129425618546,0.695104136371707,0.0108783706040724,0.596676737160121,0.910876132930514,1324
"NAU-vulPES",0.685791015933877,0.00697416002579333,0.724129593691587,0.00982729468842656,0.46462962962963,0.835740740740741,5400
"NEU_ISI-FluBcast",0.891126541950545,0.00756449635410409,0.920299455439026,0.0106840341734603,0.321279916753382,0.699531737773153,3844
"UGA_flucast-Copycat",0.826160446109793,0.00858117904211775,0.823726758802026,0.0114127923949951,0.424038461538462,0.753076923076923,5200
"UGA_flucast-INFLAenza",0.63484055148833,0.00549395699121503,0.690130999132456,0.00796148332413945,0.466,0.8918,5000
"UGuelph-CompositeCurve",1.94164822308516,0.0419475,1.4564269248429,0.0419475,0,0,600
