"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_Flu",0.316687794138344,0.000376480303922448,0.599795490389651,0.000556512559829052,0.590909090909091,0.973140495867769,484
"CFA_Pyrenew-Pyrenew_HE_Flu",0.306313924116243,0.000346297121902641,0.581667760735542,0.000520624333428794,0.546511627906977,0.962209302325581,344
"CMU-TimeSeries",0.246154874979565,0.000343305576112371,0.480998869453788,0.000524734763191179,0.482,0.953,1000
"CU-ensemble",0.499119237291783,0.000686970782608696,0.586261986792831,0.0006292,0.947,0.991,1000
"DMAPRIME-HYB",0.165582076018781,0.000172348756686232,0.363270695156697,0.000273105858333333,0.583333333333333,0.916666666666667,12
"FluSight-baseline",1,0.00138689384569657,1,0.00111600012450125,0.947,1,1000
"FluSight-ensemble",0.281880852336069,0.0003844840076946,0.453485486035689,0.000483658359990421,0.845544554455446,0.987128712871287,1010
"LosAlamos-DoSiDo",0.347143286498442,0.000511636680620108,0.609439969196509,0.000709486009590965,0.8025,0.9925,800
"LosAlamos-ThinMint",0.50781287509915,0.000725429395130358,0.796984361277204,0.000887355274948079,0.88125,0.9925,800
"MOBS-EpyStrain_Flu",0.750539392915302,0.00102340686498856,1.51625424823213,0.00157831578947368,0.518947368421053,0.923157894736842,950
"MetroCast-ensemble",0.351873121918642,0.000453574734597447,0.531946983774232,0.000522871060291608,0.884615384615385,1,208
"NAU-vulPES",0.341018921588378,0.000472124794062367,0.548130417580032,0.000595491757382133,0.878,0.976,1000
"NEU_ISI-FluBcast",0.268329486511517,0.000354177544693419,0.541519298839646,0.000546200739903052,0.465336134453782,0.881302521008403,952
"UGA_flucast-Copycat",0.467272610639033,0.000644507132215807,0.775132853116668,0.0008265687264296,0.917,0.997,1000
"UGA_flucast-INFLAenza",0.277922798729545,0.000392778099130796,0.523141664113452,0.000581473852148024,0.641,0.972,1000
